chrom	chromEnd	chromStart	TCGA-3C-AALJ-01A	TCGA-4H-AAAK-01A	TCGA-A2-A0CX-01A	TCGA-A2-A0ES-01A	TCGA-A2-A0ET-01A	TCGA-A2-A0EV-01A	TCGA-A2-A0EW-01A	TCGA-A2-A0EX-01A	TCGA-A2-A0EY-01A	TCGA-A2-A0SV-01A	TCGA-A2-A0SW-01A	TCGA-A2-A0SX-01A	TCGA-A2-A0T4-01A	TCGA-A2-A0T5-01A	TCGA-A2-A0T6-01A	TCGA-A2-A0T7-01A	TCGA-A2-A0YC-01A	TCGA-A2-A0YD-01A	TCGA-A2-A0YF-01A	TCGA-A2-A0YG-01A	TCGA-A2-A0YH-01A	TCGA-A2-A0YJ-01A	TCGA-A2-A0YK-01A	TCGA-A2-A0YL-01A	TCGA-A2-A0YT-01A	TCGA-A2-A4RX-01A	TCGA-A7-A0CH-01A	TCGA-A7-A0D9-01A	TCGA-A7-A13E-01A	TCGA-A7-A13F-01A	TCGA-A8-A06N-01A	TCGA-A8-A08J-01A	TCGA-A8-A094-01A	TCGA-AO-A03L-01A	TCGA-AO-A03N-01B	TCGA-AO-A0J5-01A	TCGA-AO-A0J8-01A	TCGA-AO-A0JB-01A	TCGA-AO-A0JG-01A	TCGA-AO-A0JM-01A	TCGA-AO-A124-01A	TCGA-AO-A12D-01A	TCGA-AO-A12F-01A	TCGA-AR-A0TP-01A	TCGA-AR-A0TV-01A	TCGA-AR-A0U0-01A	TCGA-AR-A0U4-01A	TCGA-BH-A0B1-01A	TCGA-BH-A0B5-01A	TCGA-BH-A0BA-01A	TCGA-BH-A0BZ-01A	TCGA-BH-A0DL-01A	TCGA-BH-A0DP-01A	TCGA-BH-A0DV-01A	TCGA-BH-A0E0-01A	TCGA-BH-A0EE-01A	TCGA-BH-A0HP-01A	TCGA-BH-A1EV-01A	TCGA-C8-A12K-01A	TCGA-C8-A12M-01A	TCGA-C8-A12O-01A	TCGA-C8-A12Q-01A	TCGA-C8-A12T-01A	TCGA-C8-A12U-01A	TCGA-C8-A12V-01A	TCGA-C8-A12Y-01A	TCGA-C8-A130-01A	TCGA-C8-A133-01A	TCGA-C8-A137-01A	TCGA-C8-A8HR-01A	TCGA-D8-A13Z-01A	TCGA-S3-AA0Z-01A
chr21	5102166	5101666	1.26565449205528	-0.393368961989385	0.0794300800934234	0.299460760600637	3.32154882510315	2.00897051613383	-0.172389339623887	0.285225597906791	-0.617829003189829	1.01778616547985	0.629588967991142	1.10548291685844	-0.00436475937181234	-0.426408676326774	2.22504944927565	-0.223299533995463	-0.290947214521042	-0.60124046842526	1.14674771682084	-0.139662208757691	2.14298807247959	-0.047373809650774	-0.88468516488087	1.32311749378308	0.0151424313308291	-0.042502906062271	0.131935637184393	0.545149852384739	0.0146246881059225	0.425420279636316	-0.456548442908167	0.075730300641644	0.43866391096771	0.567514532981171	2.79694657253542	-0.77123938526793	-0.135781640149551	0.439335064317156	0.239445047378015	-0.046561432556599	-0.287763479312716	2.81851142082599	0.216025350655877	-0.0034239848035505	1.01335397638123	1.02138827606186	1.40015454216678	0.0521722704322611	1.61565476103585	0.900287197708138	0.347614629283609	2.20951980490883	0.852532765799829	0.41498068455035	1.67186754983934	-0.27327325060187	0.735760771005558	-0.353798788349332	2.35694022998926	-0.315629425750139	0.344365136963051	-0.398159751009159	0.212118480637227	0.167945809651676	1.10006774036667	0.180561978520215	-0.903082457833793	0.252676066148794	-0.740416063878069	2.06057241505522	-0.497457581069357	0.529173201730358
chr21	5128741	5128241	2.8521553127625	2.85189678936086	2.46999181669726	2.18442804260827	3.36261603795613	3.8121121688615	3.32339421841069	3.5679653522953	1.87051979587426	4.29605833977383	3.17762698680265	3.16355104078565	3.95433198477931	2.37171750898805	3.83926358533904	3.48884797329783	3.11476334094224	3.54516097366045	2.28803328564126	2.72470485549121	3.95686110638604	3.46509660168394	4.01543176134002	3.75477996567759	3.1192715484053	2.50988007090437	2.84561300826353	3.3236779473172	2.5588704735106	3.27735439526684	2.99146717948629	3.64229228653697	3.10135012130226	3.24850056280299	3.68824865057518	3.16535175102619	3.72950997382416	4.3055222402715	2.65552119994813	2.60701083973362	1.95588475082927	3.26429919969594	0.407273345874387	2.19117553914687	3.71861153098856	3.42206602999194	3.82220771737732	2.84551139460585	3.88623115311433	3.11940728404193	2.81447219086949	3.96109199676885	3.00889961624794	3.71209493944836	3.47164458560776	3.29983688683481	3.54793687243528	3.00535677575114	3.17259068426862	2.07144901765369	4.13122364816688	2.55822472114768	3.10173587609695	3.49429031160476	3.01049652443844	2.78129772892972	1.72396009426847	2.81569017654371	2.18259906185651	3.77611064805042	3.43683608792154	3.02292392715481
chr21	5155094	5154594	0.325300442798912	3.66812395868892	3.52863635997547	3.46081879849428	4.65547475337284	4.2995286840861	3.47459069205328	3.16931713167082	3.04653016536535	4.48672588403251	4.04392533786348	4.1049370035652	3.93290026680165	2.99784700366782	4.19507463180747	4.09524914382439	2.43305340249702	3.54894883521323	3.91974345971878	1.84071546561387	4.35484816259251	4.20616608178888	3.61504668369825	3.37302005221069	4.28344146784841	3.92399763156763	3.0665125218563	3.38198714863244	4.0799846426628	3.70980718849917	4.0580111936422	3.73549167242385	4.22002452061514	3.56299848062989	3.3777158092036	3.70101792177622	2.81670716619041	4.12976171190391	3.9064602276425	2.99166557610984	1.49865438970574	4.36275113304202	3.58654779633987	3.44876345615133	4.30526376526184	4.34867420207627	4.47919499833334	4.22161671168644	3.87765723086246	3.48926489494263	3.2610225744834	4.0844229391783	3.51754342753171	3.56828545349341	4.44854229442577	4.2407955242273	3.52789931410499	4.06308265655561	4.070170385041	3.22460044403936	4.59664492064234	2.67875687698651	2.74271109876851	4.37521808395098	3.60331832152954	2.91204903257039	2.43880103660257	3.90299235025173	2.7722824023611	3.83112248473299	4.55676475431546	3.23779530056441
chr21	5221881	5221381	1.26565449205528	0.414631529461844	0.69454627959725	2.42280605695477	2.80934389776101	2.9704922585418	1.28345875778052	0.816099032265092	0.783494864008134	0.663509895771931	0.350237256280994	1.78836601584474	1.20262203649694	0.263026514166429	3.54687301447527	1.04582437569179	0.585544199634177	0.976055751855123	0.762236587666443	1.0477504322711	-0.152769710128885	0.851156493830592	2.62732121925652	0.094911771636932	2.65639838601062	1.88057971784329	0.832338042807155	0.446031404494585	0.390827918343549	1.106648967426	1.33720474282504	0.701294270547492	1.43862852723544	0.909557116039849	1.23945675066122	2.57058350782646	1.11229984954252	0.200102939416757	1.15424598816412	0.81688793270471	0.977119571418044	3.77372422752241	1.30033166758558	0.163696876911491	-0.185235298814681	2.54182461429146	3.03545404112625	1.98999453246224	1.00891900346399	2.655645427069	1.58903715073652	-0.0946690013108712	-0.111718342164889	1.45055901894048	0.472658335555526	1.17128799637114	1.35906826373633	-0.099972134199645	1.71018028991571	0.830918633645711	1.8980462682639	0.12508942298688	0.177239730379193	0.058690519528581	0.578435112065892	0.529823005989177	0.790626218632853	0.640456708622214	0.089401480496912	1.10821368591014	1.04319534341097	3.05857536735226
chr21	5231769	5231269	0.477638819687636	0.575999448650339	0.154885062694106	2.50833129855484	2.11627078614727	0.571619015805032	0.359607306892979	0.872356464190158	0.169477140267964	0.130955825698195	-0.0421659247628595	0.99580985037574	0.887409998041181	-0.247976349691397	1.33230011665993	0.582995628063187	-0.113002292162327	0.598697003795686	-0.0045175328870723	0.348738439804305	0.296557683601637	0.889979286479451	2.05326125523356	-0.190142964860642	1.47947668921418	1.09835374776499	-0.0760803198709155	-0.384394937071809	0.500519460128686	0.152383706297772	1.937510433924	0.45436214561341	0.743583075546787	0.382161971292726	0.40274017452395	1.74382626290862	-0.00503377061903854	0.698747664282197	0.0611616997710645	0.350459668884283	0.0455009393863485	0.52246015978291	-0.053935095443913	0.185743591328676	0.10928320119258	0.0100152246899778	0.842288299848808	0.716483636509566	0.898554689370284	1.96993892531508	0.89001642537808	0.0461414482345985	0.0335337149943055	-0.023457057571987	0.417482842683573	1.04729710900282	0.212615295568232	0.614510364487593	1.20884494115253	0.25592245858227	1.49764472705167	-0.346379502639455	-0.351884749741981	-0.0485347343998535	0.0135545233625577	0.193018331885879	-0.12093122517228	0.0528181089862115	0.0624322587341015	1.424893556977	0.868621061007941	0.174150414392826
chr21	5232635	5232135	1.15412424638696	0.857070325259264	0.022098729985546	3.60625117831962	2.80934389776101	1.4246982552337	1.17294091444138	1.31098120334531	0.84355134220386	0.218851509436258	-0.0952237958330812	2.28854877683905	1.72341306053384	-0.229760599540584	1.17714166843057	0.885693122184833	0.418130946068627	1.13928626037762	0.941432396765681	1.12373660371503	-0.029471841583463	1.15695544448258	2.88554458255162	0.318730194025116	1.47947668921418	1.45625243981049	-0.0688823228638665	0.229307763636956	0.156229378125474	1.17191116483934	1.36662473486032	1.07336890263701	1.3137642422448	1.07915015385158	0.842935382682359	2.18112868101887	1.45971377649653	0.002297928563692	1.01423129048382	1.02253732673573	0.193811170107528	0.98423592527184	0.682163774312981	0.632616382874772	0.302472301815916	0.26312093794619	1.25121735447821	1.6800526238203	1.66566541431112	2.44793657399887	1.45466016427067	-0.258491708677999	-0.0380495945442735	1.38427193140133	0.725366682183003	1.41885676051087	0.781518417541035	-0.041022877250608	1.96785817508961	0.683993040315834	1.01595530683757	0.348531072096351	0.324275908836285	0.338939252124456	0.395325285582049	0.423947728246825	0.299715250448227	0.535531373394678	0.149755104691921	1.35961270967882	1.08019339543855	0.316606280461513
chr21	5237323	5236823	1.75321118200902	0.551808848495775	-0.0077450079247105	3.20915596861821	2.2704544616544	1.54223574953683	0.679311908216013	1.25332161248399	0.372338785477532	-0.558368281729654	0.278059767797219	0.947387496180068	0.939608646355037	-0.428716093329821	1.58838425230025	0.477931111688161	-0.007000074300813	0.52529795965685	1.10400851978982	0.601116214439107	0.0455097216444185	0.84056199945936	2.59863081915986	0.251061530796242	2.05580908246486	0.648079881606814	-0.0821092643163867	0.0306884656125329	-0.167089319602838	0.676835289085796	1.53871388888793	0.099928092331562	0.562789740250897	0.251998986286144	0.721993958189951	0.366579537575325	0.847643073616859	-0.203091255308016	0.525948256867383	0.53621237490911	0.209070391861368	0.512712514079648	0.162077251432473	-0.113859140742293	-0.199532492446966	0.132502950378483	0.329399023050353	1.30410159078943	0.465471867843862	2.21980646197615	0.739484937404062	-0.258491708677999	-0.209258665528497	0.808914710067325	-0.21730978557751	0.567402347231864	0.0996582301530283	0.16453121498527	1.40862708342593	0.38195070559675	1.05037935678686	0.166189335940576	0.214118674306067	0.437817042482862	0.0135545233625577	0.579197855656935	-0.712096480838532	0.314119453380351	0.023169748874378	1.38697367520391	0.0647711556594563	0.380152694468812
chr21	5238635	5238135	0.626510344312342	0.443959966539745	-0.172305903986599	2.83015518527499	2.44716649077471	1.38097152472831	0.864256120273325	0.756713376676285	0.056728722218878	-0.218797154542146	0.105125864109948	0.959813776562795	1.19134267636653	-0.446482448794508	2.03256114951384	0.912023542531478	-0.031433551352266	0.981514589661103	0.708410414035359	0.203672449744764	0.124775586645365	0.775273394357923	2.00710729912485	0.130552482992204	1.39047499467191	0.19001550977745	-0.468797964395359	0.168689344161993	0.200953261895422	0.724737137028266	1.2300240292951	0.85895209750378	0.521005148429548	-0.00695766444412485	0.676579765231676	2.18112868101887	0.41767914408084	0.091200671789612	-0.051124492011386	0.258013022496513	0.052219269921772	0.38841732310993	-0.517757750664285	-0.174747927298946	0.121891735300136	0.266052802086517	1.05099249878486	0.513309577902531	0.653794052833982	2.71997073839404	0.711192358611703	-0.415024415012998	-0.310396988781542	0.69387406448366	-0.440637697709032	1.48257449673087	0.363373586417343	-0.00232365612310251	1.38945225801321	-0.0705753984269875	1.12439429609377	-0.688432743637727	0.046954810528059	0.247737438662394	0.23554601897799	0.256017762797069	0.342540927615133	0.45633957247311	0.067263065031352	0.12823406666911	0.85148242570389	0.453568068852133
chr21	5251795	5251295	0.768644969067319	-0.510242047976361	-0.778311909765448	3.40954394724323	1.8752881571394	0.848086994440638	-0.690634849036613	-0.145528194400564	-0.107674552701779	0.26462372743623	-0.44483669768263	0.088942769073407	0.0664617679853903	-0.407467001415025	1.33230011665993	-0.425781932611989	-0.461009849267844	0.310748019182003	0.345155585679411	0.0839668132967668	-0.399119962114308	-0.357425138076297	2.70854563105067	-0.753793097720016	-0.125762549826216	-0.56981265830472	-0.494957900896581	-0.572740270553364	-0.357380324240851	-0.113523688584458	1.18360864864775	-0.530602569083584	-0.0729330004129136	-1.02270360901374	0.0886519878541019	0.962805645124086	-0.518766272491856	-0.979321136443272	-0.105781642420224	-0.159489579369034	1.39153521013621	-0.170404671227641	-0.307412093110634	-0.77441127157638	-0.789238820090063	-0.661993269393869	-0.491084950356666	-0.700533242142166	1.93045563076212	0.541506389611172	0.892966547752829	-0.758044449518141	-0.546920315486465	-0.445062409466968	-0.45930548320292	-0.126037204985936	-0.164430406225698	-0.489105074691308	0.2461674072746	-0.361598940561799	0.00663442544031501	-0.584946486896324	-0.220821638100266	-0.172232317929068	-0.337677325788323	-0.480048288893133	-0.676337458076028	-0.286829271122014	-0.419925353716874	0.290449128845056	0.0030612905046435	-0.325471658910807
chr21	5252541	5252041	-0.163641456608466	-0.30001817510653	-0.160371164804252	3.63495961783554	1.64961611425498	0.923129494907505	-0.858963430414587	0.471522616591435	-0.0499727598562845	0.660037972064382	-0.157369253312686	0.564421679636708	0.15189589430272	-0.650751223196717	1.33230011665993	-0.342984723748485	0.288465760131427	0.603101965111969	-0.243206105889271	0.109948482808176	-0.528268781253526	0.49255419231332	2.83693498618426	-0.517686584082904	0.551466511058507	-0.0176815758229895	-0.283107431623835	0.150203645313854	-0.256086511814878	0.26800663369304	1.16805789801461	0.0266888960441515	1.17851778510368	0.189389995346893	0.10418432559573	0.738634914724349	0.473048640042625	-0.428980360126657	0.231129043730353	0.205984456048162	1.56415772061496	0.235399021849108	-0.414353823433023	-0.113859140742293	-0.447071837968082	-0.312812980032329	-0.0314049695897577	-0.26050079194484	2.3477939624158	0.264627503632144	1.27058481671313	-0.580396313279364	-0.433635847032521	0.301985694723203	-0.336701073913845	0.653332062728724	-0.348730538353322	-0.571046331397572	0.369189451890503	0.185817400488882	0.0135327218423794	-0.889714737347139	-0.185235298814681	-0.24601277571383	0.0432853879517375	-0.205121194265872	-0.576961956934045	0.529639219345492	-0.145383322588093	0.258872125000756	0.039252374183377	-0.176027134651659
