chrom	start	end	d0_A_Rep1	d0_A_Rep2	d0_A_Rep3	d0_A_Rep4	d0_Y_Pax7_Rep1	d0_Y_Pax7_Rep2	d0_Y_Pax7_Rep3	d0_Y_Rep1	d0_Y_Rep2	d0_Y_Rep3	d0_Y_Rep4	d1_A_Rep1	d1_A_Rep2	d1_Y_Rep1	d1_Y_Rep2	d1_Y_Rep3	d3_A_Rep1	d3_A_Rep2	d3_Y_Rep1	d3_Y_Rep2	d3_Y_Rep3	d5_A_Rep1	d5_A_Rep2	d5_Y_Rep1	d5_Y_Rep2	d7_A_Rep1	d7_A_Rep2	d7_A_Rep3	d7_A_Rep4	d7_Y_Rep1	d7_Y_Rep2	d7_Y_Rep3	d7_Y_Rep4
chrX	3056395	3056595	1.34405763406409	0.880615949130843	2.23815795747035	1.4047345928434	0.581226849410163	0.696378536498874	0.174386661102185	0.16566902254304	0.139751870117695	0.101319060181074	0.662068323883199	0.309934250388823	0.553608067542297	0.177955844000863	0.106843955841497	0.484496093069878	0.834937412955283	0.484496093069878	1.06644693622695	0.644375209774685	0.282927671773003	0.187049922559964	0.0972726543439672	0.0256709196132868	0.174386661102185	0.97547536130459	0.666114729720306	0.656543428222776	0.336780785331023	0.0821764571860147	0.292498973270533	0.553608067542297	0.671929608744855
chrX	3056722	3056922	1.51537052092141	0.880615949130843	1.65196221458893	0.770119199315059	0.465695732699629	0.880615949130843	0.174386661102185	0.16566902254304	0.139751870117695	0.101319060181074	0.662068323883199	0.309934250388823	0.3044093547284	0.0775052244639765	0.106843955841497	0.34502120095174	0.93495659348177	0.484496093069878	0.978112069698215	0.545923932391835	0.282927671773003	0.0367207109341325	0.0972726543439672	0.0256709196132868	0.174386661102185	0.729814155791313	0.553608067542297	0.341452018053061	0.154619231222194	0.0821764571860147	0.119984440237705	0.366028752956905	0.426363828135033
chrX	3216550	3216751	0.767482490921434	1.11381070653092	1.72862088141556	1.56361532589481	0.896727985441482	1.21880956870811	0.3044093547284	0.889722495507567	1.07614802159972	0.666114729720306	1.29459962802108	1.34224253886466	0.444096733686611	0.712300067106355	0.845230017160408	0.484496093069878	1.18513695493995	1.31725994687775	0.880615949130843	0.816821140205113	0.581226849410163	0.3044093547284	0.656543428222776	0.309934250388823	0.429000536528659	0.557654473379404	0.885929672993809	0.545923932391835	0.447665916585289	0.745431149092264	1.24767518436081	0.366028752956905	0.426363828135033
chrX	3275049	3275249	0.973229665178719	1.11381070653092	1.72862088141556	1.4047345928434	0.712300067106355	0.434525432189081	0.3044093547284	0.16566902254304	0.139751870117695	0.101319060181074	0.662068323883199	0.71056799395969	0.444096733686611	0.309934250388823	0.0626378633594774	0.484496093069878	0.883041485727011	0.426363828135033	0.407605064243936	0.644375209774685	0.282927671773003	0.0367207109341325	0.0972726543439672	0.229071466226786	0.0719803288035537	0.729814155791313	0.553608067542297	0.0775052244639765	0.447665916585289	0.0821764571860147	0.444096733686611	0.366028752956905	0.426363828135033
chrX	4096825	4097025	0.0775052244639765	1.11381070653092	0.0626378633594774	0.177955844000863	0.465695732699629	0.434525432189081	0.0626378633594774	0.16566902254304	0.139751870117695	0.101319060181074	0.662068323883199	0.149094335561772	0.139751870117695	0.0775052244639765	0.0626378633594774	0.174386661102185	0.0256709196132868	1.82858177466999	0.0256709196132868	0.0256709196132868	0.282927671773003	0.0367207109341325	0.0972726543439672	0.0256709196132868	0.0719803288035537	0.0579666306374393	0.366028752956905	0.0775052244639765	0.154619231222194	0.0821764571860147	0.119984440237705	0.366028752956905	0.426363828135033
chrX	4136233	4136440	0.973229665178719	1.59227085066079	1.72862088141556	1.02310629773811	1.81688419053113	2.5421216920201	0.778374187203574	0.16566902254304	0.139751870117695	0.101319060181074	1.29459962802108	0.149094335561772	0.139751870117695	0.500531937896676	0.0626378633594774	0.174386661102185	1.14899006127393	1.38977841404776	1.3458947438161	1.10868718137807	1.48318275805439	0.187049922559964	0.422317422297927	0.0256709196132868	0.0719803288035537	1.25488194665024	1.85381849194431	0.341452018053061	1.40657170259541	0.0821764571860147	0.729814155791313	0.366028752956905	0.426363828135033
chrX	4899283	4899484	3.8217562034701	3.92021874429387	4.3002526916152	3.42323625820999	2.76064113276873	3.34984542224016	1.98546001287685	0.16566902254304	0.139751870117695	0.101319060181074	0.662068323883199	0.149094335561772	0.139751870117695	0.309934250388823	0.0626378633594774	0.484496093069878	3.43835786631212	3.70784459584203	3.08644462143196	2.76014346827174	1.97550404434364	0.0972726543439672	0.0972726543439672	0.160144126882617	0.0719803288035537	3.21058062840215	3.14075068643589	1.93046939780819	2.12281884003329	0.0821764571860147	0.864004208004944	0.366028752956905	0.426363828135033
chrX	5342011	5342215	1.6720569164214	1.11381070653092	2.42874012187692	0.770119199315059	0.712300067106355	1.50177846114824	0.983636965358638	1.02310629773811	0.75885130899812	0.426363828135033	1.29459962802108	1.4047345928434	1.24526717916826	0.0775052244639765	0.726244972892635	0.174386661102185	1.40006068777863	0.960995613486609	0.407605064243936	0.644375209774685	0.75885130899812	0.414701833562142	0.266346057593098	0.403558658406829	0.309934250388823	1.34224253886466	1.30108892312882	0.341452018053061	0.607583537781049	0.0821764571860147	0.729814155791313	0.969660482280041	0.426363828135033
chrX	5350007	5350207	0.0775052244639765	1.59227085066079	0.0626378633594774	0.177955844000863	0.139751870117695	0.434525432189081	0.0626378633594774	0.486921629666045	0.484496093069878	0.426363828135033	0.662068323883199	0.149094335561772	0.139751870117695	0.0775052244639765	0.20486163967821	0.174386661102185	0.0626378633594774	2.99775746402451	0.0256709196132868	0.0256709196132868	0.282927671773003	0.0972726543439672	0.266346057593098	0.229071466226786	0.309934250388823	0.0579666306374393	0.0972726543439672	0.0775052244639765	0.154619231222194	0.0821764571860147	0.119984440237705	0.366028752956905	0.426363828135033
chrX	5407735	5407935	0.0775052244639765	2.00073615958115	0.696378536498874	0.496962754997998	0.139751870117695	0.880615949130843	0.3044093547284	0.647944392673363	0.75885130899812	0.101319060181074	1.06150579971244	1.54277779231728	1.31552787373108	0.500531937896676	0.106843955841497	0.484496093069878	0.170340255265078	0.775181444304852	0.320130378771284	0.414701833562142	0.282927671773003	0.878660236369099	0.266346057593098	0.229071466226786	0.647944392673363	0.486921629666045	0.366028752956905	0.545923932391835	0.723052229993913	0.0821764571860147	1.75075788388952	0.767482490921434	0.426363828135033
chrX	5459613	5459815	0.0775052244639765	4.34398073677004	0.878660236369099	0.496962754997998	1.36902457068933	2.76426951117269	0.3044093547284	0.486921629666045	1.24526717916826	0.666114729720306	0.662068323883199	0.149094335561772	0.139751870117695	0.878660236369099	0.553608067542297	0.484496093069878	1.63995932230077	4.50086956673616	0.0972726543439672	0.119984440237705	0.282927671773003	0.414701833562142	0.422317422297927	0.309934250388823	0.429000536528659	0.209532872400249	0.0972726543439672	0.341452018053061	0.607583537781049	0.0821764571860147	0.578034106511441	0.366028752956905	0.426363828135033
chrX	5468653	5468853	1.51537052092141	0.880615949130843	1.81009960552845	1.22732979269085	0.581226849410163	0.880615949130843	0.778374187203574	0.770119199315059	0.647944392673363	0.543035745125037	1.29459962802108	0.816821140205113	0.999680026051717	0.878660236369099	0.965469431632248	0.948237219993043	0.372109683122425	0.839916293297443	0.522178889054572	0.878660236369099	0.581226849410163	1.50841148003053	1.19284370844275	0.522178889054572	0.729814155791313	0.97547536130459	1.25789435604917	0.460257293675037	0.154619231222194	0.447665916585289	0.444096733686611	1.52804461505005	0.786159351257666
chrX	5469722	5469922	0.0775052244639765	0.553608067542297	0.480926910171199	0.496962754997998	0.465695732699629	0.434525432189081	0.662068323883199	0.770119199315059	0.484496093069878	0.101319060181074	0.662068323883199	0.450858659484011	0.139751870117695	0.0775052244639765	0.553608067542297	0.174386661102185	0.545923932391835	2.91665610357755	0.666114729720306	0.320130378771284	0.282927671773003	0.3044093547284	0.527703784714995	0.309934250388823	0.429000536528659	0.0579666306374393	0.0972726543439672	0.731904848866675	0.447665916585289	0.0821764571860147	0.999680026051717	0.366028752956905	0.426363828135033
chrX	5578431	5578631	0.320130378771284	0.553608067542297	0.384873727518676	0.177955844000863	0.139751870117695	0.434525432189081	0.0626378633594774	0.889722495507567	0.484496093069878	0.951806402891721	0.662068323883199	0.816821140205113	0.444096733686611	0.782966608358944	1.29276251826907	1.41741571125684	0.0256709196132868	0.0256709196132868	0.0256709196132868	0.320130378771284	0.282927671773003	0.591892801627047	0.422317422297927	0.463450036573759	0.892359203901192	0.0579666306374393	0.0972726543439672	0.341452018053061	0.154619231222194	0.0821764571860147	0.864004208004944	0.553608067542297	0.786159351257666
chrX	5616349	5616549	1.42768558761998	1.59227085066079	1.4047345928434	1.22732979269085	0.581226849410163	0.434525432189081	0.3044093547284	0.770119199315059	0.336780785331023	0.666114729720306	0.662068323883199	1.02310629773811	0.139751870117695	0.309934250388823	0.656543428222776	0.731904848866675	0.883041485727011	0.484496093069878	1.2783792970564	0.927026090874239	0.581226849410163	0.492916349160891	0.422317422297927	0.403558658406829	0.309934250388823	0.917220974759533	0.553608067542297	0.878660236369099	0.607583537781049	0.334144076937398	0.444096733686611	0.767482490921434	0.786159351257666
chrX	5727602	5727984	1.25169781379002	1.11381070653092	1.4047345928434	1.31725994687775	1.36902457068933	1.62116771954148	0.560847216278126	1.32802378882865	1.07614802159972	0.764289748022712	1.29459962802108	1.10625384979015	1.24526717916826	1.65524141412349	1.44770436528956	1.59727612572366	0.97547536130459	1.24526717916826	0.522178889054572	1.03065309409406	0.282927671773003	1.39125690387108	1.11381070653092	1.24392015606005	0.309934250388823	1.18513695493995	1.18271141834378	0.731904848866675	0.671929608744855	0.745431149092264	0.444096733686611	2.29219653114357	0.426363828135033
